<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Lotus Gold Com.ETF,20210911, 86760.00, 86800.00, 86000.00, 86463.00,109310046155.00, 1264237,1026,D,86223.00,86400.00
Lotus Gold Com.ETF,20210908, 85980.00, 86500.00, 85750.00, 86223.00,123134230593.00, 1428096,1299,D,85423.00,86322.00
Lotus Gold Com.ETF,20210907, 85072.00, 85900.00, 85001.00, 85423.00,135709966620.00, 1588677,1211,D,85415.00,85320.00
Lotus Gold Com.ETF,20210906, 86399.00, 86399.00, 84901.00, 85415.00,62851277039.00, 735831,1296,D,86131.00,85072.00
Lotus Gold Com.ETF,20210905, 85210.00, 86600.00, 85210.00, 86131.00,120697118488.00, 1401319,1259,D,85428.00,86400.00
Lotus Gold Com.ETF,20210904, 85450.00, 85700.00, 85003.00, 85428.00,119156597323.00, 1394814,1273,D,85127.00,85260.00
Lotus Gold Com.ETF,20210901, 85790.00, 85900.00, 84770.00, 85127.00,127717963324.00, 1500329,1538,D,84754.00,84890.00
Lotus Gold Com.ETF,20210831, 83607.00, 85499.00, 83607.00, 84754.00,226022202933.00, 2666799,1893,D,83603.00,85010.00
Lotus Gold Com.ETF,20210830, 85000.00, 85000.00, 82700.00, 83603.00,214981182464.00, 2571450,2149,D,86070.00,83313.00
Lotus Gold Com.ETF,20210829, 88687.00, 88687.00, 84000.00, 86070.00,305666751211.00, 3551372,3338,D,88770.00,85495.00
Lotus Gold Com.ETF,20210828, 88500.00, 89200.00, 88375.00, 88770.00,278055193340.00, 3132308,2467,D,87638.00,88799.00
Lotus Gold Com.ETF,20210825, 87751.00, 88298.00, 86800.00, 87638.00,220977114279.00, 2521474,2463,D,88732.00,88200.00
Lotus Gold Com.ETF,20210824, 89000.00, 89479.00, 87900.00, 88732.00,433553556414.00, 4886081,3472,D,87475.00,87900.00
Lotus Gold Com.ETF,20210823, 89400.00, 89400.00, 86550.00, 87475.00,274928281762.00, 3142937,3072,D,88304.00,87800.00
Lotus Gold Com.ETF,20210822, 87780.00, 89500.00, 86700.00, 88304.00,498941311567.00, 5650297,3961,D,86395.00,88550.00
Lotus Gold Com.ETF,20210815, 86000.00, 86995.00, 85500.00, 86395.00,300986123983.00, 3483829,2328,D,85619.00,86470.00
Lotus Gold Com.ETF,20210814, 85000.00, 86500.00, 84010.00, 85619.00,314019890064.00, 3667623,2320,D,84334.00,85490.00
Lotus Gold Com.ETF,20210811, 83500.00, 85750.00, 82890.00, 84334.00,467508293476.00, 5543510,2573,D,82624.00,85400.00
Lotus Gold Com.ETF,20210810, 82510.00, 83200.00, 81910.00, 82624.00,220990314251.00, 2674636,1526,D,81799.00,82405.00
Lotus Gold Com.ETF,20210809, 82000.00, 82400.00, 81487.00, 81799.00,208310986274.00, 2546614,1160,D,82614.00,82310.00
Lotus Gold Com.ETF,20210808, 82990.00, 83200.00, 82310.00, 82614.00,198585923233.00, 2403772,1427,D,81361.00,82400.00
Lotus Gold Com.ETF,20210807, 82000.00, 83000.00, 80500.00, 81361.00,298167308873.00, 3664765,1764,D,83453.00,82480.00
Lotus Gold Com.ETF,20210804, 84300.00, 84300.00, 82513.00, 83453.00,339125016315.00, 4063673,1788,D,83038.00,84100.00
Lotus Gold Com.ETF,20210803, 82046.00, 84640.00, 81403.00, 83038.00,340247568001.00, 4097493,1851,D,82036.00,84200.00
Lotus Gold Com.ETF,20210802, 81800.00, 82800.00, 81222.00, 82036.00,177323531009.00, 2161522,1699,D,82731.00,81334.00
Lotus Gold Com.ETF,20210801, 83920.00, 84600.00, 81500.00, 82731.00,231545014201.00, 2798780,2678,D,83437.00,81900.00
Lotus Gold Com.ETF,20210731, 81350.00, 84869.00, 81340.00, 83437.00,710882704034.00, 8520026,4467,D,80038.00,84640.00
Lotus Gold Com.ETF,20210728, 78800.00, 82000.00, 78799.00, 80038.00,409885037553.00, 5121114,2394,D,78804.00,80990.00
Lotus Gold Com.ETF,20210727, 78182.00, 79500.00, 78182.00, 78804.00,168662613165.00, 2140281,1533,D,77100.00,78799.00
Lotus Gold Com.ETF,20210726, 75600.00, 82391.00, 75300.00, 77100.00,194899257385.00, 2527878,1468,D,74901.00,78199.00
Lotus Gold Com.ETF,20210719, 75400.00, 75400.00, 74700.00, 74901.00,23429602933.00, 312807,523,D,74784.00,75000.00
Lotus Gold Com.ETF,20210718, 75100.00, 75289.00, 74600.00, 74784.00,16464508385.00, 220161,444,D,75289.00,74730.00
Lotus Gold Com.ETF,20210717, 75199.00, 75500.00, 75000.00, 75289.00,24492870466.00, 325320,469,D,75056.00,75115.00
Lotus Gold Com.ETF,20210714, 75501.00, 75501.00, 74995.00, 75056.00,26385890939.00, 351549,638,D,75820.00,75094.00
Lotus Gold Com.ETF,20210713, 76152.00, 76588.00, 75337.00, 75820.00,33525261547.00, 442167,655,D,76540.00,75540.00
Lotus Gold Com.ETF,20210712, 76800.00, 76890.00, 76100.00, 76540.00,11762439673.00, 153677,465,D,76615.00,76590.00
Lotus Gold Com.ETF,20210711, 77000.00, 77000.00, 76500.00, 76615.00,23835098281.00, 311102,419,D,76498.00,76790.00
Lotus Gold Com.ETF,20210710, 76099.00, 76750.00, 76099.00, 76498.00,36021967884.00, 470889,525,D,76529.00,76750.00
Lotus Gold Com.ETF,20210707, 77000.00, 77200.00, 76300.00, 76529.00,30572029972.00, 399483,590,D,76856.00,76500.00
Lotus Gold Com.ETF,20210706, 77000.00, 77200.00, 76245.00, 76856.00,65351988150.00, 850318,672,D,76281.00,77200.00
Lotus Gold Com.ETF,20210705, 76500.00, 76600.00, 76000.00, 76281.00,24537494344.00, 321671,691,D,77308.00,76190.00
Lotus Gold Com.ETF,20210704, 77250.00, 77669.00, 76800.00, 77308.00,81660912310.00, 1056304,834,D,77486.00,76800.00
Lotus Gold Com.ETF,20210703, 77500.00, 78100.00, 77130.00, 77486.00,47268527338.00, 610024,787,D,77243.00,77250.00
Lotus Gold Com.ETF,20210630, 77300.00, 77497.00, 77100.00, 77243.00,54231355084.00, 702087,896,D,77419.00,77237.00
Lotus Gold Com.ETF,20210629, 77499.00, 77711.00, 76900.00, 77419.00,62967467145.00, 813332,1225,D,76663.00,76964.00
Lotus Gold Com.ETF,20210628, 76550.00, 77000.00, 76550.00, 76663.00,68281964023.00, 890673,769,D,75670.00,76740.00
Lotus Gold Com.ETF,20210627, 76002.00, 76040.00, 75400.00, 75670.00,30470647697.00, 402676,544,D,75553.00,75999.00
Lotus Gold Com.ETF,20210626, 75500.00, 76277.00, 74810.00, 75553.00,75148650282.00, 994652,772,D,74294.00,76250.00
Lotus Gold Com.ETF,20210623, 74750.00, 74750.00, 74170.00, 74294.00,13170125849.00, 177271,456,D,74486.00,74280.00
Lotus Gold Com.ETF,20210622, 74350.00, 74990.00, 74000.00, 74486.00,33453182804.00, 449119,502,D,73842.00,74705.00
Lotus Gold Com.ETF,20210621, 74270.00, 74799.00, 73130.00, 73842.00,22641745260.00, 306623,754,D,73870.00,73700.00
Lotus Gold Com.ETF,20210620, 74102.00, 74400.00, 73700.00, 73870.00,30340639670.00, 410731,665,D,74426.00,73715.00
Lotus Gold Com.ETF,20210619, 76010.00, 76010.00, 73900.00, 74426.00,29723836150.00, 399373,1000,D,77019.00,74000.00
Lotus Gold Com.ETF,20210616, 76990.00, 77200.00, 76700.00, 77019.00,21700106804.00, 281750,420,D,76355.00,77070.00
Lotus Gold Com.ETF,20210615, 76666.00, 76666.00, 76100.00, 76355.00,12290342498.00, 160964,322,D,76057.00,76445.00
Lotus Gold Com.ETF,20210614, 76450.00, 76450.00, 75600.00, 76057.00,8682803662.00, 114162,380,D,76693.00,76070.00
Lotus Gold Com.ETF,20210613, 76770.00, 77224.00, 76420.00, 76693.00,53919781018.00, 703060,653,D,75910.00,76500.00
Lotus Gold Com.ETF,20210612, 76899.00, 76899.00, 75000.00, 75910.00,14637707074.00, 192831,488,D,77365.00,76096.00
Lotus Gold Com.ETF,20210609, 77270.00, 77750.00, 76570.00, 77365.00,15408259498.00, 199162,427,D,76771.00,77450.00
Lotus Gold Com.ETF,20210608, 78000.00, 78000.00, 76000.00, 76771.00,19662295415.00, 256117,543,D,78029.00,76995.00
Lotus Gold Com.ETF,20210607, 78200.00, 78500.00, 77700.00, 78029.00,27546595265.00, 353029,793,D,78214.00,77995.00
Lotus Gold Com.ETF,20210602, 77410.00, 78690.00, 77350.00, 78214.00,30389188839.00, 388541,806,D,77161.00,78180.00
Lotus Gold Com.ETF,20210601, 77400.00, 77400.00, 76840.00, 77161.00,17936184817.00, 232451,453,D,75948.00,77280.00
Lotus Gold Com.ETF,20210531, 76500.00, 76620.00, 75000.00, 75948.00,77722212800.00, 1023360,745,D,77734.00,76100.00
Lotus Gold Com.ETF,20210530, 78340.00, 79000.00, 76500.00, 77734.00,111181865555.00, 1430277,1399,D,77420.00,76800.00
Lotus Gold Com.ETF,20210529, 77000.00, 78150.00, 76160.00, 77420.00,158382744608.00, 2045758,1443,D,75266.00,77990.00
Lotus Gold Com.ETF,20210526, 74500.00, 76400.00, 73650.00, 75266.00,241922978426.00, 3214232,925,D,73770.00,75800.00
Lotus Gold Com.ETF,20210525, 72550.00, 74047.00, 72550.00, 73770.00,183437411265.00, 2486610,649,D,73765.00,73726.00
Lotus Gold Com.ETF,20210524, 73912.00, 74197.00, 73060.00, 73765.00,41292642077.00, 559790,560,D,72286.00,74099.00
Lotus Gold Com.ETF,20210523, 71117.00, 72990.00, 71117.00, 72286.00,34124435057.00, 472078,384,D,70760.00,72100.00
Lotus Gold Com.ETF,20210522, 71381.00, 71381.00, 70301.00, 70760.00,12613454641.00, 178256,453,D,70870.00,70683.00
Lotus Gold Com.ETF,20210519, 71196.00, 71300.00, 70160.00, 70870.00,23470488996.00, 331177,408,D,73054.00,71115.00
Lotus Gold Com.ETF,20210518, 72810.00, 73200.00, 72512.00, 73054.00,18937662616.00, 259230,457,D,71811.00,73150.00
Lotus Gold Com.ETF,20210517, 72300.00, 72300.00, 71600.00, 71811.00,25677180998.00, 357567,504,D,73824.00,71770.00
Lotus Gold Com.ETF,20210516, 74790.00, 74800.00, 72809.00, 73824.00,38519266746.00, 521772,853,D,73326.00,73050.00
Lotus Gold Com.ETF,20210515, 73150.00, 73800.00, 73000.00, 73326.00,55522548139.00, 757202,718,D,71962.00,73528.00
Lotus Gold Com.ETF,20210512, 72000.00, 72336.00, 71200.00, 71962.00,23716281071.00, 329566,639,D,71792.00,72250.00
Lotus Gold Com.ETF,20210511, 72223.00, 72500.00, 71100.00, 71792.00,89920593411.00, 1252512,1051,D,69824.00,71730.00
Lotus Gold Com.ETF,20210510, 69500.00, 71000.00, 69000.00, 69824.00,82533277079.00, 1182012,1043,D,68270.00,70848.00
Lotus Gold Com.ETF,20210509, 68700.00, 68720.00, 67850.00, 68270.00,41999217057.00, 615197,657,D,67278.00,68551.00
Lotus Gold Com.ETF,20210508, 65869.00, 67948.00, 65869.00, 67278.00,45813606708.00, 680956,798,D,65416.00,67900.00
Lotus Gold Com.ETF,20210505, 65210.00, 65870.00, 65170.00, 65416.00,36999003986.00, 565595,784,D,66595.00,65860.00
Lotus Gold Com.ETF,20210503, 66170.00, 66933.00, 66170.00, 66595.00,27961929400.00, 419882,544,D,66706.00,66583.00
Lotus Gold Com.ETF,20210502, 67000.00, 67003.00, 66450.00, 66706.00,19608104389.00, 293949,789,D,68619.00,66649.00
Lotus Gold Com.ETF,20210501, 70400.00, 70400.00, 68001.00, 68619.00,28088817064.00, 409347,885,D,70956.00,68500.00
Lotus Gold Com.ETF,20210428, 70700.00, 71250.00, 70402.00, 70956.00,56353941908.00, 794208,332,D,70816.00,70969.00
Lotus Gold Com.ETF,20210427, 70800.00, 71176.00, 70611.00, 70816.00,14515638832.00, 204976,323,D,70799.00,70770.00
Lotus Gold Com.ETF,20210426, 71200.00, 71251.00, 70365.00, 70799.00,18408588651.00, 260012,653,D,72168.00,70368.00
Lotus Gold Com.ETF,20210425, 72480.00, 72499.00, 71741.00, 72168.00,11813230885.00, 163691,292,D,71200.00,72250.00
Lotus Gold Com.ETF,20210424, 71002.00, 71800.00, 70605.00, 71200.00,52438029631.00, 736493,593,D,71721.00,71660.00
Lotus Gold Com.ETF,20210421, 71455.00, 72000.00, 71400.00, 71721.00,13761246711.00, 191872,437,D,71315.00,71900.00
Lotus Gold Com.ETF,20210420, 72000.00, 72000.00, 70800.00, 71315.00,31595451593.00, 443038,623,D,73241.00,71455.00
Lotus Gold Com.ETF,20210419, 74200.00, 74200.00, 72800.00, 73241.00,23686130284.00, 323398,522,D,73937.00,72818.00
Lotus Gold Com.ETF,20210418, 74400.00, 74400.00, 73501.00, 73937.00,34278144344.00, 463612,589,D,75164.00,74050.00
Lotus Gold Com.ETF,20210417, 75000.00, 75460.00, 75000.00, 75164.00,13308420442.00, 177059,390,D,74933.00,75147.00
Lotus Gold Com.ETF,20210414, 75100.00, 75198.00, 74800.00, 74933.00,28908852334.00, 385795,491,D,74376.00,75050.00
Lotus Gold Com.ETF,20210413, 74150.00, 74799.00, 74120.00, 74376.00,8541617070.00, 114843,318,D,74939.00,74455.00
Lotus Gold Com.ETF,20210412, 75100.00, 75228.00, 74618.00, 74939.00,12759502643.00, 170266,435,D,74346.00,74820.00
Lotus Gold Com.ETF,20210411, 74632.00, 75030.00, 74052.00, 74346.00,35195562617.00, 473404,666,D,75108.00,74200.00
Lotus Gold Com.ETF,20210410, 75501.00, 76000.00, 74712.00, 75108.00,20302462102.00, 270310,624,D,77411.00,74735.00
Lotus Gold Com.ETF,20210407, 77210.00, 77750.00, 76800.00, 77411.00,21754143615.00, 281022,389,D,77684.00,77700.00
Lotus Gold Com.ETF,20210406, 77850.00, 77990.00, 77150.00, 77684.00,16719240719.00, 215222,467,D,77307.00,77470.00
Lotus Gold Com.ETF,20210405, 76698.00, 77650.00, 76503.00, 77307.00,49938753057.00, 645979,464,D,76591.00,77330.00
Lotus Gold Com.ETF,20210404, 76000.00, 77300.00, 76000.00, 76591.00,13316654951.00, 173866,461,D,76472.00,76698.00
Lotus Gold Com.ETF,20210403, 76300.00, 76880.00, 75951.00, 76472.00,64571332528.00, 844378,785,D,78748.00,76500.00
Lotus Gold Com.ETF,20210331, 78620.00, 79111.00, 78200.00, 78748.00,15754104663.00, 200056,487,D,79469.00,79109.00
Lotus Gold Com.ETF,20210330, 80010.00, 80200.00, 78700.00, 79469.00,33329170494.00, 419398,805,D,80228.00,79112.00
Lotus Gold Com.ETF,20210328, 79100.00, 80650.00, 79100.00, 80228.00,34092876894.00, 424949,939,D,78321.00,80139.00
Lotus Gold Com.ETF,20210327, 78000.00, 78698.00, 78000.00, 78321.00,21237379491.00, 271158,709,D,77700.00,78355.00
Lotus Gold Com.ETF,20210317, 77477.00, 77940.00, 77110.00, 77700.00,34913942994.00, 449343,700,D,76123.00,77770.00
Lotus Gold Com.ETF,20210316, 75021.00, 76500.00, 75021.00, 76123.00,41543039235.00, 545733,833,D,74464.00,76399.00
Lotus Gold Com.ETF,20210315, 75600.00, 76000.00, 73810.00, 74464.00,124485355518.00, 1671761,1497,D,75891.00,74051.00
Lotus Gold Com.ETF,20210314, 77000.00, 77000.00, 74800.00, 75891.00,162169712245.00, 2136883,1259,D,76628.00,74800.00
Lotus Gold Com.ETF,20210313, 77100.00, 77500.00, 75500.00, 76628.00,151571756923.00, 1978019,945,D,75384.00,76720.00
Lotus Gold Com.ETF,20210310, 75450.00, 75990.00, 75300.00, 75384.00,74078614451.00, 982686,658,D,74745.00,75500.00
Lotus Gold Com.ETF,20210309, 75491.00, 75491.00, 74420.00, 74745.00,34684715659.00, 464040,875,D,75598.00,74502.00
Lotus Gold Com.ETF,20210308, 75598.00, 75598.00, 75598.00, 75598.00,841405740.00, 11130,16,D,75638.00,75598.00
Lotus Gold Com.ETF,20210307, 76000.00, 76750.00, 75030.00, 75638.00,35403424184.00, 468066,678,D,75816.00,75600.00
Lotus Gold Com.ETF,20210306, 78497.00, 78497.00, 74761.00, 75816.00,29830984748.00, 393468,1003,D,79276.00,75530.00
Lotus Gold Com.ETF,20210303, 78891.00, 79600.00, 78891.00, 79276.00,21052665739.00, 265562,393,D,78891.00,79176.00
Lotus Gold Com.ETF,20210302, 79050.00, 79300.00, 78202.00, 78891.00,41731840071.00, 528984,587,D,80375.00,78700.00
Lotus Gold Com.ETF,20210301, 80750.00, 81000.00, 79960.00, 80375.00,105026180079.00, 1306708,645,D,79859.00,80800.00
Lotus Gold Com.ETF,20210228, 80002.00, 80150.00, 79316.00, 79859.00,52424648989.00, 656461,444,D,80566.00,79699.00
Lotus Gold Com.ETF,20210227, 80900.00, 80900.00, 80150.00, 80566.00,89387577851.00, 1109495,574,D,81414.00,80650.00
Lotus Gold Com.ETF,20210224, 81500.00, 81670.00, 80800.00, 81414.00,116808974253.00, 1434760,740,D,80543.00,81400.00
Lotus Gold Com.ETF,20210223, 80120.00, 82900.00, 80120.00, 80543.00,105231700477.00, 1306533,844,D,80410.00,80501.00
Lotus Gold Com.ETF,20210222, 80500.00, 81999.00, 79850.00, 80410.00,46568511125.00, 579135,933,D,81426.00,79920.00
Lotus Gold Com.ETF,20210221, 80680.00, 82742.00, 79999.00, 81426.00,103481706045.00, 1270869,1059,D,83004.00,79999.00
Lotus Gold Com.ETF,20210220, 81090.00, 83970.00, 81090.00, 83004.00,102893053367.00, 1239623,899,D,86204.00,82984.00
Lotus Gold Com.ETF,20210217, 86499.00, 87010.00, 86000.00, 86204.00,62712253069.00, 727486,739,D,86763.00,86010.00
Lotus Gold Com.ETF,20210216, 86490.00, 87290.00, 85601.00, 86763.00,67423884098.00, 777100,745,D,85308.00,86998.00
Lotus Gold Com.ETF,20210215, 85702.00, 85702.00, 85001.00, 85308.00,56048345502.00, 657008,789,D,86727.00,85300.00
Lotus Gold Com.ETF,20210214, 88420.00, 88420.00, 85509.00, 86727.00,56391486283.00, 650217,1205,D,88600.00,87100.00
Lotus Gold Com.ETF,20210213, 89790.00, 89790.00, 88001.00, 88600.00,78104172326.00, 881538,1533,D,85196.00,88498.00
Lotus Gold Com.ETF,20210209, 83750.00, 86212.00, 83750.00, 85196.00,76563474103.00, 898672,1389,D,81691.00,85000.00
Lotus Gold Com.ETF,20210208, 81010.00, 82202.00, 81010.00, 81691.00,60977179330.00, 746437,1034,D,77896.00,82200.00
Lotus Gold Com.ETF,20210207, 77400.00, 78789.00, 77131.00, 77896.00,35376055884.00, 454145,652,D,76849.00,78506.00
Lotus Gold Com.ETF,20210206, 77127.00, 77199.00, 76660.00, 76849.00,80010877358.00, 1041142,550,D,76533.00,77050.00
Lotus Gold Com.ETF,20210203, 76200.00, 77200.00, 75025.00, 76533.00,23326504081.00, 304792,386,D,77816.00,76980.00
Lotus Gold Com.ETF,20210202, 78000.00, 78497.00, 77410.00, 77816.00,23569486634.00, 302887,452,D,77856.00,78010.00
Lotus Gold Com.ETF,20210201, 77900.00, 78499.00, 77400.00, 77856.00,37744868249.00, 484804,617,D,78059.00,77800.00
Lotus Gold Com.ETF,20210131, 77400.00, 79900.00, 77000.00, 78059.00,74467128752.00, 953983,966,D,77164.00,79255.00
Lotus Gold Com.ETF,20210130, 77200.00, 77777.00, 76510.00, 77164.00,52411010933.00, 679212,1072,D,74616.00,77186.00
Lotus Gold Com.ETF,20210127, 75100.00, 75499.00, 73550.00, 74616.00,48294233736.00, 647234,856,D,72280.00,74245.00
Lotus Gold Com.ETF,20210126, 72610.00, 74266.00, 71620.00, 72280.00,103005998667.00, 1425102,838,D,75501.00,72150.00
Lotus Gold Com.ETF,20210125, 75952.00, 76500.00, 75032.00, 75501.00,39633961250.00, 524949,704,D,76240.00,75480.00
Lotus Gold Com.ETF,20210124, 75001.00, 76800.00, 75001.00, 76240.00,33667676375.00, 441604,825,D,74208.00,75951.00
Lotus Gold Com.ETF,20210123, 75000.00, 76100.00, 73531.00, 74208.00,47295604842.00, 637339,932,D,75813.00,73997.00
Lotus Gold Com.ETF,20210120, 76000.00, 76498.00, 74880.00, 75813.00,60145835670.00, 793346,1237,D,73067.00,74901.00
Lotus Gold Com.ETF,20210119, 71300.00, 74500.00, 71300.00, 73067.00,78262874615.00, 1071105,1347,D,67850.00,73820.00
Lotus Gold Com.ETF,20210118, 65701.00, 70000.00, 65701.00, 67850.00,43928456757.00, 647435,989,D,70436.00,68270.00
Lotus Gold Com.ETF,20210116, 73500.00, 73500.00, 69687.00, 70436.00,81339742753.00, 1154808,1332,D,77430.00,70200.00
Lotus Gold Com.ETF,20210113, 78002.00, 78699.00, 76605.00, 77430.00,36612822613.00, 472850,878,D,79377.00,77370.00
Lotus Gold Com.ETF,20210112, 79500.00, 79680.00, 78600.00, 79377.00,25152651268.00, 316876,628,D,79258.00,79100.00
Lotus Gold Com.ETF,20210111, 80500.00, 80500.00, 78900.00, 79258.00,20498105801.00, 258625,762,D,79926.00,79002.00
Lotus Gold Com.ETF,20210110, 80100.00, 81000.00, 79100.00, 79926.00,37493217249.00, 469101,1131,D,79055.00,80200.00
Lotus Gold Com.ETF,20210109, 78962.00, 79750.00, 78962.00, 79055.00,97482215063.00, 1233088,2011,D,87735.00,78962.00
Lotus Gold Com.ETF,20210106, 89000.00, 89000.00, 86220.00, 87735.00,75906753822.00, 865185,1269,D,87868.00,88002.00
Lotus Gold Com.ETF,20210105, 85700.00, 89477.00, 85500.00, 87868.00,109564521819.00, 1246916,1820,D,84669.00,88994.00
Lotus Gold Com.ETF,20210104, 84000.00, 85490.00, 84000.00, 84669.00,53346516086.00, 630062,1025,D,81341.00,84800.00
Lotus Gold Com.ETF,20210103, 81140.00, 81700.00, 80830.00, 81341.00,46203237316.00, 568018,709,D,80670.00,81600.00
Lotus Gold Com.ETF,20210102, 81400.00, 81600.00, 80100.00, 80670.00,40603752645.00, 503334,905,D,82317.00,80508.00
Lotus Gold Com.ETF,20201230, 83297.00, 83297.00, 82001.00, 82317.00,19625845305.00, 238418,677,D,83139.00,82040.00
Lotus Gold Com.ETF,20201229, 84120.00, 84120.00, 82950.00, 83139.00,21022242471.00, 252856,622,D,83887.00,83210.00
Lotus Gold Com.ETF,20201228, 83896.00, 84249.00, 83602.00, 83887.00,16222668888.00, 193388,606,D,83683.00,83650.00
Lotus Gold Com.ETF,20201227, 83521.00, 84200.00, 83400.00, 83683.00,18997527392.00, 227018,652,D,83686.00,83600.00
Lotus Gold Com.ETF,20201226, 84000.00, 84430.00, 83000.00, 83686.00,24921659808.00, 297801,872,D,84929.00,83500.00
Lotus Gold Com.ETF,20201223, 85222.00, 85488.00, 84550.00, 84929.00,23836724294.00, 280667,749,D,83916.00,84956.00
Lotus Gold Com.ETF,20201222, 84150.00, 84860.00, 83500.00, 83916.00,32084735786.00, 382342,896,D,85091.00,84000.00
Lotus Gold Com.ETF,20201221, 85190.00, 86222.00, 84210.00, 85091.00,33098946983.00, 388983,971,D,84357.00,84300.00
Lotus Gold Com.ETF,20201220, 84400.00, 84900.00, 84112.00, 84357.00,25702960867.00, 304694,624,D,84351.00,84196.00
Lotus Gold Com.ETF,20201219, 83200.00, 84989.00, 83200.00, 84351.00,41581885904.00, 492960,891,D,85266.00,84277.00
Lotus Gold Com.ETF,20201216, 86412.00, 86412.00, 84523.00, 85266.00,27858397822.00, 326723,872,D,86903.00,85101.00
Lotus Gold Com.ETF,20201215, 86100.00, 87430.00, 86100.00, 86903.00,61947495949.00, 712835,1145,D,83633.00,86411.00
Lotus Gold Com.ETF,20201214, 85100.00, 85599.00, 82810.00, 83633.00,115563306137.00, 1381785,1712,D,86085.00,85000.00
Lotus Gold Com.ETF,20201213, 85110.00, 87200.00, 84600.00, 86085.00,77472161015.00, 899945,1249,D,89145.00,86249.00
Lotus Gold Com.ETF,20201212, 92000.00, 92000.00, 88000.00, 89145.00,75959404457.00, 852087,1913,D,92392.00,88102.00
Lotus Gold Com.ETF,20201209, 91880.00, 92939.00, 91800.00, 92392.00,47281103676.00, 511747,897,D,89732.00,92600.00
Lotus Gold Com.ETF,20201208, 89980.00, 90200.00, 89001.00, 89732.00,105055964782.00, 1170777,1731,D,87375.00,89322.00
Lotus Gold Com.ETF,20201207, 86300.00, 89440.00, 86011.00, 87375.00,138065087675.00, 1580139,1995,D,86350.00,87000.00
Lotus Gold Com.ETF,20201206, 85000.00, 87630.00, 84561.00, 86350.00,74413367127.00, 861762,1592,D,84927.00,87400.00
Lotus Gold Com.ETF,20201205, 84511.00, 85880.00, 83764.00, 84927.00,91336773935.00, 1075469,1771,D,84511.00,84321.00
Lotus Gold Com.ETF,20201202, 86600.00, 86600.00, 83110.00, 84511.00,80764512524.00, 955668,1529,D,87646.00,84320.00
Lotus Gold Com.ETF,20201201, 88989.00, 89111.00, 85823.00, 87646.00,147688962822.00, 1685059,2602,D,83665.00,87297.00
Lotus Gold Com.ETF,20201130, 81516.00, 85506.00, 81516.00, 83665.00,161642167642.00, 1932014,2271,D,77733.00,85506.00
Lotus Gold Com.ETF,20201129, 77750.00, 78696.00, 76760.00, 77733.00,121105775081.00, 1557975,1982,D,77873.00,78479.00
Lotus Gold Com.ETF,20201128, 78480.00, 78480.00, 77510.00, 77873.00,72068077627.00, 925460,1502,D,78951.00,77526.00
Lotus Gold Com.ETF,20201125, 80664.00, 80664.00, 78034.00, 78951.00,61011245379.00, 772771,1665,D,80664.00,78097.00
Lotus Gold Com.ETF,20201124, 82021.00, 82060.00, 79500.00, 80664.00,135703374036.00, 1682319,2075,D,84416.00,81000.00
Lotus Gold Com.ETF,20201123, 85000.00, 85000.00, 83800.00, 84416.00,102784991481.00, 1217601,1185,D,83432.00,84600.00
Lotus Gold Com.ETF,20201122, 84069.00, 84300.00, 83002.00, 83432.00,145471653146.00, 1743605,2585,D,85717.00,83746.00
Lotus Gold Com.ETF,20201121, 85622.00, 87000.00, 83160.00, 85717.00,121991144032.00, 1423182,1899,D,83534.00,84570.00
Lotus Gold Com.ETF,20201118, 84499.00, 84600.00, 83000.00, 83534.00,131822978531.00, 1578067,2323,D,86614.00,83521.00
Lotus Gold Com.ETF,20201117, 88000.00, 88250.00, 85800.00, 86614.00,71491334265.00, 825405,1658,D,87003.00,86000.00
Lotus Gold Com.ETF,20201116, 85200.00, 88900.00, 85200.00, 87003.00,127512002362.00, 1465597,1777,D,85483.00,88260.00
Lotus Gold Com.ETF,20201115, 85000.00, 88950.00, 84400.00, 85483.00,121248426344.00, 1418397,1899,D,88905.00,85285.00
Lotus Gold Com.ETF,20201114, 89666.00, 90998.00, 87000.00, 88905.00,106606388667.00, 1199100,2422,D,89618.00,87470.00
Lotus Gold Com.ETF,20201111, 90000.00, 90389.00, 88986.00, 89618.00,113248032487.00, 1263668,1895,D,92839.00,89161.00
Lotus Gold Com.ETF,20201110, 95320.00, 95320.00, 91500.00, 92839.00,148736745146.00, 1602086,2219,D,94696.00,91742.00
Lotus Gold Com.ETF,20201109, 95000.00, 96740.00, 93850.00, 94696.00,205638055533.00, 2171553,2686,D,87947.00,94100.00
Lotus Gold Com.ETF,20201108, 84515.00, 91500.00, 84515.00, 87947.00,251395337630.00, 2858492,2614,D,93202.00,89390.00
Lotus Gold Com.ETF,20201107, 93202.00, 93202.00, 93202.00, 93202.00,119364733420.00, 1280710,289,D,103557.00,93202.00
Lotus Gold Com.ETF,20201104, 103557.00, 103557.00, 103557.00, 103557.00,158462403615.00, 1530195,633,D,94143.00,103557.00
Lotus Gold Com.ETF,20201102, 93980.00, 94443.00, 90255.00, 94143.00,197056664095.00, 2093155,1589,D,85858.00,94443.00
Lotus Gold Com.ETF,20201101, 85000.00, 86990.00, 84900.00, 85858.00,107011378432.00, 1246382,1584,D,82869.00,86440.00
